source,target,relationship,followers,platform,predicted_sentiment,content,date,layanan
malditzy_,indihome,comment,0,instagram,negative,"Gimana min daerah indihome pandaan pasuruan, gangguan mulu dan no internet mulu, apa serentak ada gangguan kah?",14/11/2025 19.41.55,IndiHome
iwayanarikrisna,indihome,comment,0,instagram,negative,"penanganan masalah paling lama ya cuma dsini😂 dr hari selasa wifi gk aktif sampi skrg blm ada perbaikan, jawabannya cuma mohon bersabar tunggu sebentar😂",14/11/2025 19.41.28,IndiHome
iamaiamiem,indihome,comment,418,instagram,negative,@indihome sudah laporan ke CS lagi karen sudah 24 jam lebih masih No INTERNET. SAYA MINTA KOMPENSASI,14/11/2025 19.38.09,IndiHome
hardytaher,indihome,comment,0,instagram,positive,@indihome iyaa buktikan kalau indihome itu lebih baik dari yang lain!! Jgn hanya sekedar promosi saja tapi tidak ada  pelayanan service perbaikkan yg bagus!,14/11/2025 19.37.31,IndiHome
hardytaher,indihome,comment,0,instagram,neutral,"@indihome saya sudah DM, yang saya butuh itu respon dari teknisi untuk perbaikkan kendala gangguan internet dirumah saya! Sudah 2x24 jam loh tidak ada tindakan sama skli dari pihak teknisi!!",14/11/2025 19.34.32,IndiHome
hardytaher,indihome,comment,0,instagram,neutral,Apakah teknisi indihome hanya 1 orang saja di masing masing daerah? Kenapa 2x24 jam tidak ada perbaikkan sama sekali?!,14/11/2025 19.32.56,IndiHome
hardytaher,indihome,comment,0,instagram,negative,"@indihome sudah 2x24 jam ini sama sekali tidak ada perbaikkan, saya di daerah sulawesi utara",14/11/2025 19.32.21,IndiHome
mhd.alhajjunsyah,indihome,comment,0,instagram,negative,"oi min, kok Indihome saya, kok tiba-tiba naik tagihannya? tanpa pemberitahuan lagi padahal tidak pernah telat dll",14/11/2025 19.29.54,IndiHome
hardytaher,indihome,comment,0,instagram,positive,@indihome yang saya butuh itu tindakan cepat tanggapnya dari teknisi bukan hanya bahasa dibantu percepatan terus memerus,14/11/2025 19.27.56,IndiHome
hardytaher,indihome,comment,0,instagram,neutral,"@indihome sudah 6x saya telepon call center 188 jawabannya hanya dibantu percepatan terus, skg sudah 2x24 jam mana percepatannya?",14/11/2025 19.27.00,IndiHome
hardytaher,indihome,comment,0,instagram,negative,"Parah dalam pelayanan itu yang saya rasakan sekarang, sudah lakukam keluhan gangguan tapi sampai 2x24 jam tidak ada sama sekali perbaikkan ataupun teknisi yg datang untuk memperbaiki",14/11/2025 19.22.54,IndiHome
hardytaher,indihome,comment,0,instagram,negative,"Tolong di sampaikan komentar  saya ini sampai ke atasan kalian, tolong untuk perbaikkannya fast respon karena saya selalu bayar, kalau  tidak bayar kalian tagih denda,  giliran ada masalah atau konsumen butuh perbaikkan gangguan internet kalian lama responnya 👎",14/11/2025 19.21.16,IndiHome
hardytaher,indihome,comment,0,instagram,negative,"Saya sudah melakukan keluhan di call center 188, tapi sampai sekarang 2x24 jam sudah 2 hari tidak ada respon perbaikkan sama sekali, saya sudah sampai 6x melakukan keluhan  tapi tidak ada sama skli teknisi atau perbaikan, parah skli, saya  sangat kecewa",14/11/2025 19.19.02,IndiHome
inymnbramaa,indihome,comment,0,instagram,negative,"WOI WOK INI UDAH 3 HARI GANGGUAN DI BALI WOK ADUHH, KEK MANA TERGANGGU GINI JADINYA KERJAAN SAYA, CEPET WOKK GIMANA SI",14/11/2025 19.18.15,IndiHome
hardytaher,indihome,comment,0,instagram,negative,Indihome parah dalam pelayanan perbailkkan gangguan,14/11/2025 19.17.11,IndiHome
lianaforreli,indihome,comment,95,instagram,negative,"@indihome ngga lah, orng modemnya dikamar saya gmna kehalang",14/11/2025 19.13.46,IndiHome
zerone69_,indihome,comment,311,instagram,positive,ngelaggggg main valooooooo,14/11/2025 19.10.38,IndiHome
lianaforreli,indihome,comment,95,instagram,negative,"kenapa sih asal tanggal 1-20 pasti ngelag buat game, tpi klo udh lewat ga ngelag itu lu mau bkin orng bayar gtu dngn cara ngelag in jaringan nya?",14/11/2025 19.10.27,IndiHome
aicaawwwwww,indihome,comment,0,instagram,neutral,@indihome udh ya kak tolong di cek,14/11/2025 19.02.54,IndiHome
hermawan.d.wi,indihome,comment,0,instagram,negative,Harga selangit sinyal sulit 🔥🔥🔥,14/11/2025 18.58.36,IndiHome
tinorinandi,indihome,comment,1171,instagram,positive,Woooh mantap,14/11/2025 18.51.43,IndiHome
telkomsel,indihome,comment,2533963,instagram,neutral,"Dramanya dibawa perasaan,  mobilnya bisa dibawa pulang! 🚙  Aktifin paket WeTV 30 hari di MyTelkomsel, nikmati drama sebebasnya, dan miliki peluang menangin  1 mobil Honda WR-V & 2 Honda Brio #WeTVBagiBagiMobil  Buruan aktifin di MyTelkomsel atau di tsel.id/wetvbbm dan jangan lewatin kesempatan menangmu!  *Syarat & ketentuan berlaku",14/11/2025 18.48.10,IndiHome
octariyadi.ratna,indihome,comment,1485,instagram,negative,Tolong respon segera @indihome  kmrn seharian sempet hilang sinyal sekarang LOS saran udah dibilang gak bisa masih blm ada solusi.,14/11/2025 18.41.45,IndiHome
octariyadi.ratna,indihome,comment,1485,instagram,neutral,Indihome tolong segera dibantu dong koneksi saya LOS saran sudah dilakukan tapi tetap tidak bisa. Tolong respon cepat mau kerjaaaaaa,14/11/2025 18.40.46,IndiHome
koniokiin,indihome,comment,0,instagram,neutral,@indihome saya sudah melakukan pelaporan di beberapa platform tapi tidak ada tanggapan terkait penanganan tersebut. Tidak ada satupun teknisi yang datang ke rumah untuk memperbaiki hal tersebut,14/11/2025 18.39.36,IndiHome
koniokiin,indihome,comment,0,instagram,negative,"Internet sudah mati 24 jam lebih, sudah membuat laporan berkali kali sampai saat ini belum ada teknisi yang datang ke rumah. Slow respon sekali terhadap kendala ini.",14/11/2025 18.30.13,IndiHome
aicaawwwwww,indihome,comment,0,instagram,neutral,"Kak cek dm ya, saya mau mencabut pemasangan indihome",14/11/2025 18.03.19,IndiHome
kuyy.in,indihome,comment,172,instagram,neutral,Tolong di bales ya min dmnya 🙏,14/11/2025 17.46.12,IndiHome
sz9152513,indihome,comment,4,instagram,neutral,@indihome interaksinya hanya disuruh berkenan menunggu 😂😂😂,14/11/2025 17.29.56,IndiHome
pisceangirl20,indihome,comment,187,instagram,negative,Ini gimanaa yaa kokk belumm bisaa jugaaa,14/11/2025 16.41.55,IndiHome
jakagustiansyah_,indihome,comment,351,instagram,negative,"seEnak jidat kalian ya main naikin tagihan pelanggan tanpa konfirmasi, mau kalian ap?? makin ksini makin muak sama pelayanan kalian.!!!",14/11/2025 16.37.53,IndiHome
sz9152513,indihome,comment,4,instagram,negative,@indihome sebelum teknisi datang mana bisa normal kembali. Nunggu lagi sampai besok,14/11/2025 16.30.44,IndiHome
sz9152513,indihome,comment,4,instagram,negative,@indihome cmn disuruh sabar menunggu balasannya. Padahal dari kemarin saya yang bikin laporan,14/11/2025 16.26.43,IndiHome
sz9152513,indihome,comment,4,instagram,negative,Apa susahnya kasih no tiket teknisi biar segera teratasi masalahnya.,14/11/2025 16.19.02,IndiHome
sz9152513,indihome,comment,4,instagram,negative,Tetep aja jawabannya begitu interaksinya. Capek ngulang2 keluhan.,14/11/2025 16.17.31,IndiHome
sz9152513,indihome,comment,4,instagram,negative,Dari kemarin loss merah di dm cmn bilang pemeliharaan jaringan. Penanganannya lama 😂,14/11/2025 16.14.03,IndiHome
byuikhwana,indihome,comment,0,instagram,negative,"Gimana nih kecewa sama pelayanan indihome yang lama,udah 4jam gak di proses wifi saya,tolong dong saya ada kerjaan",14/11/2025 15.29.47,IndiHome
gustina.rahayu,indihome,comment,865,instagram,negative,Ngeselinnn terputus mulukk ni wifi min 😑,14/11/2025 15.28.18,IndiHome
genduunn,indihome,comment,57,instagram,negative,"Bayar doang mahal, jaringan trouble terus🗿",14/11/2025 15.16.53,IndiHome
revo_proyek13,indihome,comment,468,instagram,negative,Haddeeeuuuh mlam ke tiga masih eror aja ini ... Los merah  semakin ksini smakin lambat penyelesainnya,14/11/2025 15.14.54,IndiHome
tony.ymra,indihome,comment,0,instagram,negative,ah payah lah ngelag banget ni wifi,14/11/2025 15.11.20,IndiHome
mirarfq,indihome,comment,356,instagram,negative,Min gmna ya laporan saya belum ada perbaikan sama sekali dari kemaren tetap los begitu.,14/11/2025 14.49.10,IndiHome
sellingsoul99,indihome,comment,0,instagram,negative,"Model layanan sekarang sudah tidak mengirimkan teknisi lagi gaes, kamu di video call suruh perbaiki sendiri meskipun device atau kabelnya yang rusak wkwkwk",14/11/2025 14.31.26,IndiHome
exresya,indihome,comment,50,instagram,neutral,@indihome ini gimna laporan saya? Ditindaklanjut gk sih kok skrg slowrespon gni,14/11/2025 14.21.48,IndiHome
wiwit_febi,indihome,comment,479,instagram,negative,"SANGAT KECEWA BERHENTI BERLANGGANAN DI PERSULIT, DEPOSITO AWAL LENYAP DAN CUSTOMER SERVICE -NYA SEKELAS BUMN NAMUN LAYANAN SANGAT PARAH BISA SAMPAI SEJAM PELANGGAN DI HOLD DI TLP NAMA CS NYA AWAL @ylki_id @indihome  Hati2 buat yg langganan indihome",14/11/2025 13.49.19,IndiHome
exresya,indihome,comment,50,instagram,neutral,Buka DM min ples,14/11/2025 13.43.13,IndiHome
nanda.dermawan,indihome,comment,0,instagram,neutral,Kalau bisa kirim bukti SS di chat ini saya share😂,14/11/2025 13.40.00,IndiHome
nanda.dermawan,indihome,comment,0,instagram,negative,Respon hinga berminggu minggu bahkan berbulan2?,14/11/2025 13.39.33,IndiHome
nanda.dermawan,indihome,comment,0,instagram,negative,"DM saya saja tidak di respon, sudah telp ccenter juga sama dan veronika di anggap sepele saja",14/11/2025 13.38.55,IndiHome
nanda.dermawan,indihome,comment,0,instagram,neutral,Klu bisa kirim foto sudah saya kirim kn bukti SS bahwa DM saya tidak di balas balas😂,14/11/2025 13.37.22,IndiHome
nanda.dermawan,indihome,comment,0,instagram,neutral,@indihome yakin balas DM?,14/11/2025 13.36.34,IndiHome
nanda.dermawan,indihome,comment,0,instagram,negative,"Coba posting komplain pelanggan sesuai fakta nya, ada yang sampai pelaporan berbulan bulann bulan tidak di respon hahah sangat lucu sekali, sudah lapor ke veronika juga tidak di tanggapi",14/11/2025 13.35.58,IndiHome
nanda.dermawan,indihome,comment,0,instagram,negative,Pelayanan dulu di tingkatkan pengaduan pelanggan tidak di respon respon sangat mengecewakan,14/11/2025 13.34.41,IndiHome
nanda.dermawan,indihome,comment,0,instagram,negative,"Pelaporan saja slow respon, di laporkan ke veronika juga slow respon sangat mengecewakan",14/11/2025 13.33.59,IndiHome
deniirawan373,indihome,comment,0,instagram,neutral,@indihome di tunggu,14/11/2025 13.28.24,IndiHome
deniirawan373,indihome,comment,0,instagram,neutral,@indihome saya udh DM dan ada bukti tagihannya,14/11/2025 13.27.11,IndiHome
deniirawan373,indihome,comment,0,instagram,neutral,@indihome udh di DM belum di balas,14/11/2025 13.26.50,IndiHome
deniirawan373,indihome,comment,0,instagram,negative,"Ini kenapa masih ada tagihan, saya sudah copot pemasangan 3 September pembayaran dan dendanya udah dibayar. Nah sekarang kenapa masih ada tagihan di bulan November. Ini gimana Indihome.",14/11/2025 13.21.35,IndiHome
hitamm_ku,indihome,comment,0,instagram,negative,Cape dari bulan lalu ngurusin komplain wifi,14/11/2025 12.49.00,IndiHome
wdiaatr,indihome,comment,0,instagram,neutral,min cek dm 🙏🏻,14/11/2025 12.46.45,IndiHome
armeliayln_,indihome,comment,0,instagram,neutral,"@indihome udah ku Dm min, respon dong 😢",14/11/2025 12.43.42,IndiHome
armeliayln_,indihome,comment,0,instagram,negative,@thebzuyeon sama kak. Tiba2 punya ku naik. Mending berhenti langganan aja kalo gitu. Mimin nya gak ngasih tau @indihome 😢,14/11/2025 12.40.05,IndiHome
oney3,indihome,comment,835,instagram,neutral,"Petugas belum ada yg datang? Laporan dari kamis pagi jam 6, trouble dari rabu isya ?",14/11/2025 12.38.31,IndiHome
bonysusantobonysusanto,indihome,comment,13,instagram,negative,Punya ganguan gimana in atas nama bony susanta,14/11/2025 12.37.23,IndiHome
zahraa_mirzaalbar,indihome,comment,2222,instagram,negative,Min gimana ya masa internet nya lemot banget pdhl area kota ini aku😢,14/11/2025 12.27.09,IndiHome
izulfly,indihome,comment,0,instagram,neutral,Mintol cek dm,14/11/2025 12.26.15,IndiHome
rndyrstnr,indihome,comment,1209,instagram,neutral,Dari tgl 6 November DM kok gak dibalas2 min? Terakhir gercep balas bulan september. Ada apa min?,14/11/2025 12.22.06,IndiHome
fitriyaninooor,indihome,comment,4459,instagram,negative,Gangguan terusss pusing 😭,14/11/2025 12.20.12,IndiHome
radjendra_lubna_pramono,indihome,comment,1083,instagram,neutral,"DM nya minta dibalas,makasih",14/11/2025 11.46.38,IndiHome
songoku.tz,indihome,comment,0,instagram,positive,@indihome tidak ada yang longgar,14/11/2025 11.42.00,IndiHome
songoku.tz,indihome,comment,0,instagram,negative,jaringan LOS..cek kabel patch cord sudah terpasang baik..semua kabel bagus tidak ada putus..dari jam 5 subuh seperti ini..gimana ini..??,14/11/2025 11.29.15,IndiHome
merce_777,indihome,comment,387,instagram,neutral,"Min, saya mau pasang internet, hubungi ke mana ya?",14/11/2025 11.12.57,IndiHome
sellingsoul99,indihome,comment,0,instagram,neutral,@indihome tidak ada balasan di DM,14/11/2025 11.08.43,IndiHome
royhanhasibuan05,indihome,comment,2608,instagram,negative,"gak ada profesionalnya ini provider. udah bayar mahal, tiap 2 hari ada aja masalahnya skrg. heran lah produk negara ini.",14/11/2025 11.05.37,IndiHome
sellingsoul99,indihome,comment,0,instagram,neutral,@indihome  ya reservasi,14/11/2025 11.00.59,IndiHome
royhanhasibuan05,indihome,comment,2608,instagram,negative,"Asik bermasalah muluk, provider gak profesional",14/11/2025 10.57.45,IndiHome
sellingsoul99,indihome,comment,0,instagram,neutral,Tolong infokan prosedur berhenti berlangganan Indihome,14/11/2025 10.49.41,IndiHome
mayaanggs_,indihome,comment,971,instagram,neutral,"Min, mau voucher lagi 😂😂 kan udah bayar sebelum tanggal 15 😂😂 pelanggan setia nih",14/11/2025 10.49.29,IndiHome
cuan.rumah.ibu,indihome,comment,645,instagram,neutral,"@indihome sy udh pernah DM dr tgl 5, ciba cek DM lg skr",14/11/2025 10.44.36,IndiHome
cuan.rumah.ibu,indihome,comment,645,instagram,positive,@indihome kabel kencang,14/11/2025 10.34.36,IndiHome
riafitriyana,indihome,comment,0,instagram,negative,"@indihome sudah saya kirim, tapi belum ada balesan lagi, tagihan bulan ini apa bisa dikembalikan tanpa biaya tambahan yg tanpa konfirmasi itu???? Haduuuuu ini udah keseklian kalinya lho begini, kudu banget bikin customer emosi 😔",14/11/2025 10.34.16,IndiHome
walking_newbie,indihome,comment,35,instagram,negative,"Saya kesini karna rencana mau gantiprovider ini dan mau lihat komentar pelanggan, ternyata komen nya mirip mirip saya provider yg saya pakai... 😂😂😂",14/11/2025 10.33.24,IndiHome
cuan.rumah.ibu,indihome,comment,645,instagram,neutral,"min kenapa wifi dirumah sy sering luplep, pernah tanya cs jawabnya jarak 1 meter sinyal bagus, masa iya harus ngongkrong depan router indihome? cek DM",14/11/2025 10.32.07,IndiHome
riafitriyana,indihome,comment,0,instagram,negative,"@indihome Ternyata ada penambahan biaya, yg saya TIDAK PERNAH SETUJU dan TIDAK PERNAH ADA KONFIRMASI ke saya dalam bentuk apapun, kejadian begini sudah kesekian kalinya lho 😢",14/11/2025 10.28.46,IndiHome
megalukito,indihome,comment,0,instagram,negative,"kak area surabaya margorejo, internet di kantor mati dari kemarin dan sudah lapor ke 188. janjinya mau datang kemarin (tgl13 Nov) tapi sampai hari ini tidak ada yang datang untuk cek. harus nunggu berapa lama lagi kak? ini internet buat kantor lho. gak bisa kerja kak.",14/11/2025 10.28.03,IndiHome
sellingsoul99,indihome,comment,0,instagram,negative,Jelek banget yang Instagram kenapa customer service yang Facebook diganti?,14/11/2025 10.27.46,IndiHome
hanifahsnn,indihome,comment,0,instagram,neutral,@indihome masih.. ini dari kmrn siang bgini ternyata. Los normal los normal. Cek dm,14/11/2025 10.25.26,IndiHome
hanifahsnn,indihome,comment,0,instagram,negative,Masa tiap bulan gangguan mlu min. Los merah muluu.,14/11/2025 10.14.59,IndiHome
zllynno,indihome,comment,100,instagram,negative,plis gw kalo lagi war merah muluu jirr,14/11/2025 10.07.54,IndiHome
riafitriyana,indihome,comment,0,instagram,negative,"Halo @indihome @indihomecare tagihan saya bulan ini naik, kenapa ya? Saya juga udah DM dari minggu lalu tapi tidak ada respon? Kudu banget dimention begini biar kenotice?",14/11/2025 10.05.55,IndiHome
amkianjaya,indihome,comment,722,instagram,neutral,"Min,cek dm ya",14/11/2025 09.59.55,IndiHome
thebzuyeon,indihome,comment,542,instagram,negative,"Cekdm min, ini gimana kelanjutan tagihanya? Saya ga setuju naek tanpa persetujuan",14/11/2025 09.52.59,IndiHome
nuranita4420,indihome,comment,102,instagram,neutral,@indihome tunggu skrg,14/11/2025 09.20.54,IndiHome
pinpannpin,indihome,comment,0,instagram,neutral,cek DM mun,14/11/2025 09.20.02,IndiHome
nuranita4420,indihome,comment,102,instagram,neutral,"cek DM dong g di bls""",14/11/2025 09.18.18,IndiHome
iamaiamiem,indihome,comment,418,instagram,negative,@alanmuuuh bandung timur dari kemaren sore yg artinya sudah mau 24 jam perbaikan kabel nyangkut truk ga kelar kelar!!! kompensasi ga pernah tuh,14/11/2025 09.06.49,IndiHome
caffeinatedgurl_,indihome,comment,0,instagram,negative,@indihome GA YA EMG DRI KLIAN YG GANGGUAN MULU GA JELAS,14/11/2025 08.59.43,IndiHome
caffeinatedgurl_,indihome,comment,0,instagram,positive,pagi pagi udah LOS lagi aja yaampunnnnnnnnnnnn,14/11/2025 08.57.24,IndiHome
stephanie9raciasahulata,indihome,comment,0,instagram,negative,"@indihome bales DM !! Segera tindak lanjuti dong , kasian anak saya klo ga ada wifi dirumah !!",14/11/2025 08.52.41,IndiHome
napwijaya_,indihome,comment,112,instagram,neutral,CS 188 bisa hub saya,14/11/2025 08.41.49,IndiHome
h___ann30,indihome,comment,702,instagram,negative,@indihome jgn slow respon min,14/11/2025 08.33.08,IndiHome
bangacir,indihome,comment,0,instagram,negative,"@indihome hayoh terus di bantu, yang di bantu apanya nih ngobrol nya doang dari hari senin saya ajukan tida ada tindakan sama sekali",14/11/2025 08.32.15,IndiHome
ismaalie,indihome,comment,1342,instagram,negative,"Gimana caranya mao putus berlangganan?? Gue udah gak mao pake indihome, soalnya jaringan suka lelet. Trus bayaran tiap tahaun naek",14/11/2025 08.31.36,IndiHome
jeremyeliezer,indihome,comment,1074,instagram,negative,"Bayaran doang mahal tapi kualitas jelekk, tiap hari reconnecting terus sinyalnya akhirnya kerjaan jadi terganggu..tolong diperbaikin lagi kualitasnya biar pengguna gak rugi",14/11/2025 08.31.23,IndiHome
stephanie9raciasahulata,indihome,comment,0,instagram,negative,"Ini wifi kok mati , warna merah !! Ya ampun 🤬",14/11/2025 08.29.29,IndiHome
bangacir,indihome,comment,0,instagram,negative,@indihomelama kalo di dm ka di balesnya di suruh nungu mulu,14/11/2025 08.08.30,IndiHome
bangacir,indihome,comment,0,instagram,negative,Kurang profesional pokonya mah,14/11/2025 07.57.35,IndiHome
bangacir,indihome,comment,0,instagram,negative,Pelayanan jelek engga ada kejelasan di dm udah tapi teknisi laga dateng2 bayar harus full,14/11/2025 07.56.20,IndiHome
rimarahmaam,indihome,comment,0,instagram,neutral,@indihome segera ya,14/11/2025 07.48.54,IndiHome
guntur.gntg,indihome,comment,2,instagram,negative,"dari malem connection internet mati, sama skali gabisa. padahal udah complain berkali kali. dan udah pake indihome selama 5tahun. kualitas makin turun tapi biaya makin mahal",14/11/2025 07.48.29,IndiHome
adv.alisupratono,indihome,comment,0,instagram,neutral,Bagaimana belom di respon ya DMnya,14/11/2025 07.47.00,IndiHome
adv.alisupratono,indihome,comment,0,instagram,negative,Pagi kok teknisi belom datang juga y jaringan masih muter aja,14/11/2025 07.43.27,IndiHome
rimarahmaam,indihome,comment,0,instagram,neutral,Cek dm saya,14/11/2025 07.41.35,IndiHome
ver__ayk,indihome,comment,0,instagram,neutral,cdm min,14/11/2025 07.40.43,IndiHome
songoku.tz,indihome,comment,0,instagram,positive,@indihome udah benar dan tidak ada kesalaham atau longgar,14/11/2025 07.27.43,IndiHome
songoku.tz,indihome,comment,0,instagram,neutral,Cek DM..jaringan los daerah banjarbaru,14/11/2025 07.24.35,IndiHome
riesameliani,indihome,comment,426,instagram,neutral,Udah min,14/11/2025 07.11.20,IndiHome
riesameliani,indihome,comment,426,instagram,neutral,@indihome udah saya DM min tolong follow up terimakasih,14/11/2025 07.09.33,IndiHome
riesameliani,indihome,comment,426,instagram,neutral,CEK DM min,14/11/2025 07.04.35,IndiHome
oney3,indihome,comment,835,instagram,negative,36 jam Indihome ga bisa dipake? Kompensasi?,14/11/2025 07.03.55,IndiHome
janitrahameed_,indihome,comment,0,instagram,negative,@janitrahameed_ @myrepublicid.bogor like your comment. berharap pindah ke situ yak wkwk😂 anti ah wkwk setia pake indihome harga flat malah turun punya gua padahal bandwidth nya malah naek🤩 selama 6 tahun belum pernah juga ada gangguan wkwk palingan mintol ganti password login admin modemnya aja hhe,14/11/2025 06.49.19,IndiHome
ronidwipur,indihome,comment,78,instagram,negative,Apa lagi gangguan ya. Wifi tidak bisa connect,14/11/2025 06.21.58,IndiHome
sellingsoul99,indihome,comment,0,instagram,neutral,"Di Facebook setelah laporan langsung dibuatkan tiket 2 hari langsung  kirim teknisi, disini DM sampe 2 bulan gak digubris. Mending berhenti berlangganan Indihome setelah 5 tahun lebih.",14/11/2025 06.21.22,IndiHome
frmanhanafi,indihome,comment,255,instagram,neutral,Cek DM!,14/11/2025 05.15.17,IndiHome
esdepe_30,indihome,comment,0,instagram,neutral,Cek DM ych min,14/11/2025 04.57.25,IndiHome
el_ly2328,indihome,comment,2,instagram,neutral,"Halo Indihome, mau tanya wilayah batubulan Gianyar Wifi-nya mati ya",14/11/2025 04.49.45,IndiHome
ferycdabutar,indihome,comment,0,instagram,neutral,Kalo berlangganan Indihome tapi tidak bisa menambah router pribadi tanpa doubel Nat itu apa solusinya?,14/11/2025 03.54.17,IndiHome
orbsynx,indihome,comment,108,instagram,negative,"@indihome saran aja server jgn busuk min, internet sering loss akhir2 ini muak gw",14/11/2025 02.44.53,IndiHome
orbsynx,indihome,comment,108,instagram,negative,"@indihome dm juga gada penjelasan masuk akal, ujung ujung nya sebelom teknisi sampe rmh internet normal lagi",14/11/2025 02.44.13,IndiHome
orbsynx,indihome,comment,108,instagram,negative,bayaran lancar kualitas internet busuk,14/11/2025 02.33.26,IndiHome
mridwnar_,indihome,comment,3673,instagram,negative,naon ie ngelag wae,14/11/2025 01.10.18,IndiHome
st.rahayuni,indihome,comment,343,instagram,neutral,@indihome mohon segera ditindaklanjuti,14/11/2025 01.05.36,IndiHome
st.rahayuni,indihome,comment,343,instagram,negative,Ini lagi error/gmana ? Ga bisa konek internet. Sinyal telkomsel pun hilang.,14/11/2025 00.59.12,IndiHome
ryarz_,indihome,comment,139,instagram,negative,@ryarz_ bru aja bayar wifi eh malah lag parah sndl,14/11/2025 00.14.19,IndiHome
anaaplv290,indihome,comment,778,instagram,neutral,CEK DM!!,14/11/2025 00.09.22,IndiHome
rama.karma99,indihome,comment,377,instagram,negative,Makin hari makin lemot padahal perbulan bayarnya 385ribu !!! Udah kayak ikut langganan yang 150ribu perbulan 😂,14/11/2025 00.00.03,IndiHome
hanadesain,indihome,comment,3203,instagram,positive,Halus ai nyw,13/11/2025 23.42.58,IndiHome
hapvhines,indihome,comment,19407,instagram,negative,Lagi error apa gimana ya? Kabel ga ada masalah tiba2 LOS,13/11/2025 23.37.06,IndiHome
yanzysaja,indihome,comment,169,instagram,neutral,bayar 466k cuma dapat tulisan Tidak ada akses Internet,13/11/2025 23.15.44,IndiHome
yanzysaja,indihome,comment,169,instagram,negative,"bales dm udah 4 hari belum ada perubahan, masih tidak ada internet tulisan nya, padahal bayar tanggal 10 ini sudah tanggal 14,di tiket paling lambat estimasi tanggal 12,di chat di dm tidak dibalas, tolong segera beri solusi",13/11/2025 23.13.15,IndiHome
dhien_jhak,indihome,comment,865,instagram,negative,Wifi saya gangguan,13/11/2025 23.08.36,IndiHome
caffeinatedgurl_,indihome,comment,0,instagram,negative,bikin emosi aja,13/11/2025 22.51.32,IndiHome
caffeinatedgurl_,indihome,comment,0,instagram,negative,"giliran teknisi dateng wifi nya udah bisa. lapornya kapan datengnya kapan, brarti kan dri sistem kaliannya yg bermasalah!!",13/11/2025 22.50.56,IndiHome
caffeinatedgurl_,indihome,comment,0,instagram,negative,heran deh udah dari sore lohh,13/11/2025 22.49.20,IndiHome
caffeinatedgurl_,indihome,comment,0,instagram,negative,"gajelas banget! udah disuruh coba semua di refresh lah apalah, tetep aja lelet banget buka google aja gabisa sama skali!!!!",13/11/2025 22.49.11,IndiHome
azl_ryan,indihome,comment,841,instagram,negative,Kok request time out Mulu ini Indihome.. emang ga bisa stabil ya ini wifi?,13/11/2025 22.48.12,IndiHome
iwayanarikrisna,indihome,comment,0,instagram,neutral,@indihome dsuruh nunggu berapa hari lagi nih?,13/11/2025 22.18.04,IndiHome
nadyaapricillaa,indihome,comment,223,instagram,negative,"INDIHOMEEEE, WHYYY UR WIFI IS SO NGELAG AKHIR AKHIRR INIII KESELL IHH PENGEN OBRAK ABRIK",13/11/2025 22.03.50,IndiHome
zakigusti_1904,indihome,comment,434,instagram,positive,@endnwr_ kwkwk😂,13/11/2025 21.57.38,IndiHome
iwayanarikrisna,indihome,comment,0,instagram,neutral,"@indihome menunggu interaksi maaf, mohon tunggu, terimakasih sudah mau bersabar atau ada yg lain lagi?",13/11/2025 21.52.59,IndiHome
endnwr_,indihome,comment,182,instagram,neutral,"@zakigusti_1904 petugas nya lagi berhubungan,soal nya maljum",13/11/2025 21.51.23,IndiHome
mandajlynt,indihome,comment,1076,instagram,negative,kenapa yaa ini indihome kok lemot banget??????!!!!!!!,13/11/2025 21.48.38,IndiHome
iwayanarikrisna,indihome,comment,0,instagram,negative,@indihome buat apa di dm klo gk ada tindakan penyelesaiannya?,13/11/2025 21.48.36,IndiHome
oney3,indihome,comment,835,instagram,negative,Sudah trouble 27 jam lebih,13/11/2025 21.47.43,IndiHome
endnwr_,indihome,comment,182,instagram,negative,bayar 550k cuma dapat lag nya aja 👏👏,13/11/2025 21.45.43,IndiHome
iwayanarikrisna,indihome,comment,0,instagram,negative,"@indihome lah maaf” terus muak sy dengernya, sy ndk butuh maaf ,yg saya butuhin skrg tindakannya!!!",13/11/2025 21.43.34,IndiHome
natzyadelia,indihome,comment,0,instagram,negative,BACA DM GUA WOI,13/11/2025 21.41.41,IndiHome
ezrawijaya235,indihome,comment,868,instagram,negative,"Sudah ga bisa laporan lewat my telkomsel ya? Bukannya semakin di permudah, malah semakin di persulit kalau mau komplain soal jaringan wifi. Live chatt cuma ngobrol sama robot, 188 d telp ga bisa nyambung, pilihannya cuma datang k grapari?? Seriusan?? Makin mundur ini?",13/11/2025 21.38.50,IndiHome
endnwr_,indihome,comment,182,instagram,neutral,"""tunggu ya"" ""mohon di tunggu"" ""tunggu sebentar ya""",13/11/2025 21.37.51,IndiHome
itudialek,indihome,comment,0,instagram,positive,jaringannn lasooo,13/11/2025 21.37.00,IndiHome
oney3,indihome,comment,835,instagram,negative,"Wifi belum bisa sampe sekarang, perbaikan sampe mana ?",13/11/2025 21.36.50,IndiHome
iwayanarikrisna,indihome,comment,0,instagram,neutral,"@indihome ditiket laporan juga sudah melewati estimasi penyelesaian , tapi kenyataannya blm ada perbaikan!!!",13/11/2025 21.36.36,IndiHome
